75 3 
66 3
53 2
61 4 
65 3
52 4
57 3
41 2
64 3
55 3 
56 3
54 4
72 4
47 3 
72 3 
53 3 
77 3 
54 3
70 3
70 4
64 4 
74 3
58 4 
68 3 
54 2 
79 2 
68 3
73 3 
64 3 
52 3 
82 6 
64 3
88 3 
56 2
